City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
463,Vitim,RU,59.4511,112.5578,35.24,71,100,10.25,light snow
464,Ozinki,RU,51.1786,49.6769,59.32,60,100,10.33,overcast clouds
465,Maridi,SS,4.9158,29.4742,68.22,95,100,6.51,overcast clouds
466,Cerritos,US,33.8583,-118.0648,73.38,39,0,0.0,clear sky
467,Jasper,US,37.2001,-94.3502,55.31,94,75,0.0,broken clouds
468,Ancud,CL,-41.8697,-73.8203,46.22,74,76,19.84,light rain
469,Camacha,PT,33.0833,-16.3333,60.22,88,75,16.11,broken clouds
470,Mangrol,IN,21.1167,70.1167,92.16,40,0,16.04,clear sky
471,Iskateley,RU,67.6803,53.1512,30.56,88,98,6.91,overcast clouds
472,Tazovskiy,RU,67.4667,78.7,9.68,85,34,5.86,scattered clouds
473,Iqaluit,CA,63.7506,-68.5145,20.93,92,75,18.41,broken clouds
474,Siparia,TT,10.1333,-61.5,75.81,95,88,1.01,overcast clouds
475,Pinehurst,US,35.1954,-79.4695,65.19,80,0,10.36,clear sky
476,Zadar,HR,44.1197,15.2422,52.41,100,20,6.91,few clouds
477,Mobile,US,30.7835,-88.2,69.89,87,40,5.75,scattered clouds
478,Praya,CV,14.9215,-23.5087,72.14,53,0,10.36,clear sky
479,Abu Samrah,SY,35.3029,37.1841,76.75,27,0,7.52,clear sky
480,Ribeira Brava,PT,32.65,-17.0667,64.0,93,100,10.02,moderate rain
481,Maumere,ID,-8.6199,122.2111,86.29,60,100,6.17,overcast clouds
482,Demyansk,RU,57.643,32.466,44.1,94,97,5.68,overcast clouds
483,Ushirombo,TZ,-3.4919,31.9639,66.92,93,100,4.52,overcast clouds
484,Asekeyevo,RU,53.5742,52.7972,54.59,70,100,8.14,overcast clouds
485,Ulaanbaatar,MN,47.9077,106.8832,30.33,47,40,24.61,scattered clouds
486,Igarka,RU,67.4667,86.5833,13.21,80,92,3.11,overcast clouds
487,Estevan,CA,49.1334,-102.9842,25.88,92,53,6.76,broken clouds
488,Sitka,US,57.0531,-135.33,42.69,81,20,3.44,few clouds
489,Alihe,CN,50.5667,123.7167,48.74,34,100,12.44,overcast clouds
490,Vestmannaeyjar,IS,63.4427,-20.2734,43.2,80,5,8.28,clear sky
491,Sicuani,PE,-14.2694,-71.2261,44.49,74,99,1.77,overcast clouds
492,Bila Tserkva,UA,49.8094,30.1121,57.29,71,92,15.86,overcast clouds
493,Grootfontein,NA,-19.5667,18.1167,58.57,63,0,4.61,clear sky
494,Benghazi,LY,32.1167,20.0667,64.94,58,43,10.83,scattered clouds
495,Odienne,CI,9.51,-7.5692,74.66,67,70,3.02,broken clouds
496,Adwa,ET,14.1646,38.8955,74.53,34,9,2.71,clear sky
497,Koumac,NC,-20.5667,164.2833,76.32,70,87,17.34,overcast clouds
498,Tondano,ID,1.3038,124.9112,82.49,78,62,2.39,broken clouds
499,Singkang,MY,2.1006,102.7994,86.13,74,97,2.42,overcast clouds
500,Green Valley,US,31.8543,-110.9937,67.01,17,0,1.77,clear sky
501,Ishigaki,JP,24.3448,124.1572,80.04,87,1,15.21,clear sky
502,Salzhemmendorf,DE,52.067,9.5872,45.46,92,100,3.78,light rain
503,Makinsk,KZ,52.6292,70.4169,45.46,28,87,5.01,overcast clouds
504,Muzhi,RU,65.3667,64.6667,29.55,91,83,2.39,broken clouds
505,Grafton,US,42.207,-71.6856,45.19,69,0,5.75,clear sky
506,Korla,CN,41.7597,86.1469,78.01,18,90,11.1,overcast clouds
507,Aldan,RU,58.6031,125.3894,32.59,65,100,8.1,light snow
508,Korhogo,CI,9.45,-5.6333,74.79,77,100,4.21,overcast clouds
509,Ust-Ilimsk,RU,58.0006,102.6619,34.25,72,100,8.68,overcast clouds
510,Harper,LR,4.375,-7.7169,79.54,83,100,2.33,light rain
511,Tasiilaq,GL,65.6145,-37.6368,26.76,67,86,4.32,overcast clouds
512,Hirara,JP,24.8,125.2833,78.78,90,2,15.28,clear sky
513,Kedzierzyn-Kozle,PL,50.3498,18.2261,51.78,82,49,5.82,scattered clouds
514,Altamira,BR,-3.2033,-52.2064,71.24,99,76,2.08,broken clouds
515,Khudumelapye,BW,-23.8833,24.75,62.8,52,46,8.99,scattered clouds
516,Emerald,AU,-23.5333,148.1667,66.34,84,100,20.24,light rain
517,Oranjemund,NA,-28.55,16.4333,53.78,72,0,8.97,clear sky
518,Aban,RU,56.67,96.06,38.62,49,100,11.14,overcast clouds
519,Aitape,PG,-3.1374,142.3475,84.13,74,100,6.69,overcast clouds
520,Pevek,RU,69.7008,170.3133,13.77,91,58,1.5,broken clouds
521,Wattegama,LK,6.7989,81.4808,92.16,51,60,1.88,broken clouds
522,Charagua,BO,-19.8,-63.2167,71.87,79,14,13.89,few clouds
523,Gandajika,CD,-6.75,23.95,69.42,92,69,3.13,broken clouds
524,Sao Filipe,CV,14.8961,-24.4956,73.56,74,7,7.81,clear sky
525,Grand-Lahou,CI,5.1367,-5.0242,77.45,82,100,4.59,overcast clouds
526,Isla Mujeres,MX,21.2311,-86.731,78.85,79,2,15.52,clear sky
527,Hutang,CN,31.5333,119.4833,71.26,93,100,3.91,heavy intensity rain
528,Zhaozhou,CN,45.6833,125.3167,77.41,22,70,18.86,broken clouds
529,Lavumisa,SZ,-27.31,31.892,68.36,93,98,2.66,light rain
530,Carbonia,IT,39.1672,8.5222,49.15,76,2,2.62,clear sky
531,Harrisonville,US,38.6533,-94.3488,52.21,56,93,8.81,overcast clouds
532,Nouadhibou,MR,20.931,-17.0347,64.38,88,0,11.5,clear sky
533,Humpolec,CZ,49.5415,15.3593,46.51,94,100,3.85,light rain
534,Jyvaskyla,FI,62.2415,25.7209,39.54,70,0,2.3,clear sky
535,Japura,ID,-0.3167,102.35,90.39,60,99,0.69,moderate rain
536,Kloulklubed,PW,7.0419,134.2556,79.3,73,81,7.9,broken clouds
537,Bayan,CN,46.0833,127.4,71.62,22,79,8.55,broken clouds
538,Lake City,US,30.1897,-82.6393,67.71,100,0,4.61,clear sky
539,Carupano,VE,10.6678,-63.2585,76.05,91,27,9.95,scattered clouds
540,Clyde River,CA,70.4692,-68.5914,8.83,85,100,9.22,light snow
541,Chunoyar,RU,57.4467,97.3217,36.68,75,100,10.13,overcast clouds
542,Zeya,RU,53.75,127.2667,48.2,17,1,6.33,clear sky
543,Flinders,AU,-34.5833,150.8552,69.19,81,100,4.0,light rain
544,Shieli,KZ,44.1667,66.75,62.04,44,15,11.79,few clouds
545,Nizhnyaya Poyma,RU,56.1622,97.1933,36.88,54,100,10.69,overcast clouds
546,Draguignan,FR,43.5333,6.4667,57.0,75,0,4.61,clear sky
547,Veisiejai,LT,54.1,23.7,42.62,90,100,3.44,overcast clouds
548,Neryungri,RU,56.6709,124.6491,32.27,61,85,5.5,light snow
549,Rio Grande,BR,-32.035,-52.0986,63.95,91,2,17.92,clear sky
550,Alghero,IT,40.5589,8.3181,57.29,100,20,9.22,few clouds
551,Onega,RU,63.9061,38.1404,36.91,71,29,3.69,scattered clouds
552,Cibitoke,BI,-2.8833,29.25,64.06,88,100,0.72,overcast clouds
553,Yokadouma,CM,3.5167,15.05,72.05,87,100,1.77,overcast clouds
554,Zemio,CF,5.0314,25.1361,72.12,91,98,1.39,overcast clouds
555,Rafaela,AR,-31.2503,-61.4867,72.0,62,33,13.42,scattered clouds
556,Nageshwari,BD,25.9377,89.7148,90.75,50,10,5.39,clear sky
557,Sarakhs,IR,36.5449,61.1577,80.74,50,91,2.3,overcast clouds
558,Alcudia,ES,39.8532,3.1214,56.37,64,69,5.08,broken clouds
559,Kiomboi,TZ,-4.2667,34.3667,66.51,80,99,1.36,overcast clouds
560,Saint-Gabriel,CA,46.3001,-73.3824,40.68,61,100,7.83,overcast clouds
561,Shasta Lake,US,40.6804,-122.3708,61.52,59,50,3.76,scattered clouds
562,Kotaparh,IN,19.15,82.35,104.11,13,5,4.92,clear sky
563,Gidam,IN,18.9833,81.4,108.1,15,18,3.36,few clouds
564,Constitucion,CL,-35.3333,-72.4167,53.31,88,98,0.78,overcast clouds
565,Barra Do Garcas,BR,-15.89,-52.2567,72.55,78,45,1.01,scattered clouds
566,Almeida,ES,41.2665,-6.0735,38.89,82,100,4.23,overcast clouds
567,Hede,CN,33.7681,120.2517,60.08,98,100,11.72,light rain
568,Taksimo,RU,56.3444,114.8794,37.69,39,100,2.01,overcast clouds
569,Wuhu,CN,31.3366,118.3755,70.56,97,100,6.2,overcast clouds
570,Fort Frances,CA,48.5999,-93.4003,34.02,56,100,13.8,overcast clouds
571,Powell,US,40.1578,-83.0752,71.6,60,0,12.66,clear sky
572,Montero,BO,-17.3333,-63.25,76.1,91,62,7.65,broken clouds
573,Marsh Harbour,BS,26.5412,-77.0636,73.74,68,3,18.43,clear sky
574,Deputatskiy,RU,69.3,139.9,14.63,81,100,3.49,overcast clouds
575,Port-Cartier,CA,50.0334,-66.8654,37.62,90,94,4.5,overcast clouds
576,Mirpur Mathelo,PK,28.0227,69.5489,107.01,9,5,6.55,clear sky
577,Oparino,RU,59.8518,48.2783,40.89,73,34,3.85,scattered clouds
578,Noumea,NC,-22.2763,166.4572,78.01,99,100,16.44,overcast clouds
579,Linhares,BR,-19.3911,-40.0722,74.84,84,47,9.42,scattered clouds
580,Quito,EC,-0.2299,-78.5249,49.15,94,100,0.94,light rain
581,Marzuq,YE,14.4,46.4667,81.48,32,45,6.73,scattered clouds
582,Oktyabrskoye,RU,43.0645,44.7417,60.94,67,2,4.47,clear sky
583,Kemijarvi,FI,66.7131,27.4306,38.53,76,99,5.91,overcast clouds
584,La Asuncion,VE,11.0333,-63.8628,76.1,88,30,11.03,scattered clouds
585,Cangucu,BR,-31.395,-52.6756,60.96,62,2,6.78,clear sky
586,Gemunden,DE,50.05,9.7,48.78,84,98,2.48,overcast clouds
587,Camopi,GF,3.1655,-52.3158,71.42,99,65,1.81,broken clouds
588,Morant Bay,JM,17.8815,-76.4093,76.62,82,69,8.63,broken clouds
589,Kon Tum,VN,14.35,108.0,94.69,37,17,3.29,few clouds
590,Bilma,NE,18.6853,12.9164,88.61,9,1,4.36,clear sky
591,George,ZA,-33.963,22.4617,54.95,88,75,6.91,light rain
592,Panguna,PG,-6.3164,155.4848,76.37,81,66,1.28,light rain
593,Shu,KZ,43.5983,73.7614,61.61,48,49,13.98,scattered clouds
594,Basoko,CD,1.2391,23.616,71.92,91,100,3.11,overcast clouds
595,Kahului,US,20.8947,-156.47,75.85,76,40,18.41,scattered clouds
596,Nantai,CN,40.9241,122.8044,76.46,46,98,18.37,overcast clouds
597,Molina,CL,-35.1167,-71.2833,54.37,100,100,0.0,overcast clouds
598,Terrace,CA,54.5163,-128.6035,44.51,100,100,11.5,light rain
599,Gwadar,PK,25.1216,62.3254,84.42,64,0,9.82,clear sky
600,Byron Bay,AU,-28.65,153.6167,69.94,67,97,10.67,overcast clouds
601,Bend,US,44.0582,-121.3153,50.14,66,0,3.0,clear sky
602,Beaverlodge,CA,55.2166,-119.4361,46.09,72,99,4.68,overcast clouds
603,Ostersund,SE,63.1792,14.6357,39.61,86,75,17.27,broken clouds
604,Tabou,CI,4.423,-7.3528,77.4,88,100,11.39,light rain
605,Alofi,NU,-19.0595,-169.9187,76.89,94,40,4.61,scattered clouds
606,Luderitz,NA,-26.6481,15.1594,55.33,47,0,11.21,clear sky
607,Ketchikan,US,55.3422,-131.6461,44.58,100,100,3.44,overcast clouds
608,Gobabis,NA,-22.45,18.9667,57.78,52,17,12.66,few clouds
609,Kjollefjord,NO,70.9457,27.3465,32.05,90,100,5.86,light snow
610,Matara,LK,5.9485,80.5353,85.95,69,89,5.82,overcast clouds
611,Shirokiy,RU,49.758,129.523,50.43,29,72,6.35,broken clouds
612,Ajdabiya,LY,30.7554,20.2263,69.66,42,48,10.33,scattered clouds
613,Vieux-Habitants,GP,16.0589,-61.7659,72.72,79,85,9.15,overcast clouds
614,Scarborough,GB,54.2797,-0.4044,45.79,88,19,3.0,few clouds
615,Solnechnyy,RU,50.7214,136.6319,34.03,90,96,4.43,overcast clouds
616,San Carlos Del Zulia,VE,9.0,-71.9135,73.78,98,100,7.11,overcast clouds
617,Butembo,CD,0.15,29.2833,61.25,90,100,0.69,overcast clouds
618,Forio,IT,40.7342,13.8646,61.83,79,0,1.99,clear sky
619,Velikooktyabrskiy,RU,57.4333,33.8159,46.18,87,95,8.57,overcast clouds
620,Nyurba,RU,63.2842,118.3319,33.39,85,97,5.5,light snow
621,Halifax,CA,44.6453,-63.5724,38.34,87,99,11.99,overcast clouds
622,Altay,CN,47.8667,88.1167,45.7,37,91,3.8,overcast clouds
623,Piterka,RU,50.6803,47.4454,59.59,61,99,6.8,overcast clouds
624,Hearst,CA,49.6835,-83.6665,44.85,94,97,6.42,overcast clouds
625,Baykit,RU,61.67,96.37,33.4,60,100,10.83,overcast clouds
626,Qixingtai,CN,30.4135,111.8874,72.93,80,100,3.13,overcast clouds
627,Mafinga,TZ,-7.25,35.0667,71.76,80,98,1.34,overcast clouds
628,Dwarka,IN,22.2394,68.9678,86.56,56,0,13.76,clear sky
629,Mercedes,AR,-34.6515,-59.4307,68.86,98,73,8.39,broken clouds
630,Acapulco,MX,16.8634,-99.8901,78.62,83,20,6.91,few clouds
631,Egvekinot,RU,66.3167,-179.1667,16.92,90,25,6.17,scattered clouds
632,Moose Jaw,CA,50.4001,-105.5344,26.85,74,7,3.44,clear sky
633,Huarmey,PE,-10.0681,-78.1522,67.5,87,82,9.15,broken clouds
634,Monrovia,LR,6.3005,-10.7969,74.97,91,99,5.01,overcast clouds
635,Plettenberg Bay,ZA,-34.0527,23.3716,58.08,81,97,8.21,light rain
636,Vostok,RU,46.4856,135.8833,53.22,34,89,10.58,overcast clouds
637,Pak Phanang,TH,8.3511,100.202,95.04,62,100,8.86,overcast clouds
638,Manokwari,ID,-0.8667,134.0833,84.18,67,15,4.85,few clouds
639,Salamiyah,SY,35.0113,37.0532,77.11,31,0,11.23,clear sky
640,Viedma,AR,-40.8135,-62.9967,55.0,36,91,23.73,overcast clouds
641,Uvat,RU,59.1433,68.8953,50.05,74,66,9.06,broken clouds
642,Chiang Klang,TH,19.2938,100.8617,103.28,28,10,3.42,clear sky
643,Santa Maria Da Boa Vista,BR,-8.8078,-39.8256,70.59,86,83,13.31,broken clouds
644,Aberdeen,GB,57.1437,-2.0981,43.75,100,100,4.61,overcast clouds
645,Silver City,US,32.7701,-108.2803,50.67,16,0,9.22,clear sky
646,Maragogi,BR,-9.0122,-35.2225,77.13,82,17,7.4,few clouds
647,Fort Morgan,US,40.2503,-103.8,31.42,51,0,0.0,clear sky
648,Visnes,NO,59.3556,5.2242,45.82,93,100,6.91,overcast clouds
649,Nanzhang,CN,31.7765,111.8386,71.67,67,99,8.19,overcast clouds
650,Kununurra,AU,-15.7667,128.7333,96.78,28,25,8.05,scattered clouds
651,Vilyuysk,RU,63.7553,121.6247,29.01,76,100,4.12,overcast clouds
652,Kogon,UZ,39.7228,64.5517,73.44,35,0,9.22,clear sky
653,Anadyr,RU,64.75,177.4833,28.9,80,20,15.66,few clouds
654,Tiruvannamalai,IN,12.2167,79.0667,95.86,33,2,7.54,clear sky
655,Agadez,NE,19.75,10.25,83.23,12,1,9.51,clear sky
656,Mattru,SL,7.6244,-11.8332,72.75,93,100,2.13,overcast clouds
657,Hambantota,LK,6.1241,81.1185,86.29,68,81,5.73,broken clouds
658,Mareeba,AU,-17.0,145.4333,71.44,97,100,3.02,moderate rain
659,Alyangula,AU,-13.8483,136.4192,82.36,76,61,8.21,broken clouds
660,Lovington,US,32.944,-103.3485,55.02,49,1,1.01,clear sky
661,Sur,OM,22.5667,59.5289,93.25,33,0,1.9,clear sky
662,Onguday,RU,50.75,86.15,44.42,31,86,4.05,overcast clouds
663,Areia Branca,BR,-4.9561,-37.1369,75.45,87,90,11.36,overcast clouds
664,Kampene,CD,-3.6,26.6667,70.61,94,98,1.43,overcast clouds
665,Bara,NG,10.3744,10.7288,81.66,59,72,13.18,broken clouds
666,Pilar,BR,-9.5972,-35.9567,71.53,87,18,2.08,few clouds
667,La Maddalena,IT,41.2142,9.4083,60.96,80,34,19.77,scattered clouds
668,Mbaiki,CF,3.8678,17.9892,74.14,83,100,2.84,overcast clouds
669,Ormara,PK,25.2088,64.6357,83.84,66,1,16.02,clear sky
670,Vrangel,RU,42.7297,133.0839,52.57,56,6,11.18,clear sky
671,Barao De Melgaco,BR,-16.1944,-55.9675,73.44,82,49,3.96,scattered clouds
672,Kem,RU,64.9555,34.5793,37.98,76,100,4.63,overcast clouds
673,Luangwa,ZM,-15.6167,30.4167,75.81,75,3,2.53,clear sky
674,Chardara,KZ,41.2547,67.9692,64.58,36,2,1.59,clear sky
675,Birin,NP,26.8865,88.0718,75.25,47,0,7.09,clear sky
676,Eau Claire,US,44.8114,-91.4985,39.58,68,75,12.66,broken clouds
677,Gushikawa,JP,26.3544,127.8686,83.79,72,75,12.66,broken clouds
678,Lagos,NG,6.5833,3.75,75.43,85,82,2.57,broken clouds
679,Impfondo,CG,1.6381,18.0667,73.99,88,91,2.35,overcast clouds
680,Dakar,SN,14.6937,-17.4441,72.48,88,0,13.8,clear sky
681,Iranshahr,IR,27.2025,60.6848,91.74,19,5,4.61,clear sky
682,Stanger,ZA,-29.3282,31.2895,64.29,88,100,9.06,overcast clouds
683,Sierra Vista,US,31.5545,-110.3037,58.59,16,0,10.36,clear sky
684,Hualmay,PE,-11.0964,-77.6139,66.87,87,52,9.24,broken clouds
685,San Rafael,AR,-34.6177,-68.3301,63.52,24,15,10.71,few clouds
686,Ugoofaaru,MV,5.6667,73.0,84.78,71,21,6.62,few clouds
687,Chingirlau,KZ,51.095,54.0814,57.78,52,68,11.45,broken clouds
688,Sicamous,CA,50.8331,-118.9856,61.77,78,99,4.63,overcast clouds
689,Hurghada,EG,27.2574,33.8129,76.82,36,0,18.01,clear sky
690,Verkhniye Sergi,RU,56.6469,59.5556,52.47,66,100,11.68,light rain
691,Baturaja,ID,-4.1333,104.1667,92.35,51,100,2.53,overcast clouds
692,Rawson,AR,-43.3002,-65.1023,53.69,36,1,34.09,clear sky
693,Kungurtug,RU,50.5994,97.5228,28.89,40,95,5.79,overcast clouds
694,Council Bluffs,US,41.2619,-95.8608,43.02,69,100,20.71,overcast clouds
695,Invermere,CA,50.5167,-116.0354,42.37,52,79,2.59,broken clouds
696,Tra Vinh,VN,9.9347,106.3453,94.84,45,79,9.51,broken clouds
